,id,media_id,score,title_in_romaji,title_in_english,episodes,source,genres,mean_score,description,duration,year_released
88,40915415,2564,7,CODE-E,,12,ORIGINAL,"['Comedy', 'Romance', 'Sci-Fi', 'Slice of Life']",59,"Chinami Ebihara is girl with a strange ability to generate electromagnetic waves when her emotions run high. However, since this 'ability' affects anything electrical, it resulted in her having to transfer from school to school when she was younger. As Chinami, now 18 years of age, transfers to a new school, she once again affects the electronic devices in the school, but this time, when another student, Kotaro Kannagi, sees her do this, he becomes obsessed in studying her ""TYPE-E"" ability.
<br><br>
(Source: Anime News Network)",24,2007.0
89,40915416,11703,9,CØDE:BREAKER,Code:Breaker,13,MANGA,"['Action', 'Comedy', 'Supernatural']",62,"Riding the bus one day, Sakurakouji Sakura looks out the window to see people being burned alive with a blue fire and a boy her age who's unharmed and standing over the people.<br><br>
She comes back to the site the next day and there are no corpses or evidence of any kind of murder, just a small fire. She then goes to class to find there's a new transfer student, Oogami Rei, who looks exactly like the boy she saw before and wears a black glove only on his left hand.<br><br>
Oogami is a Code Breaker, one who ""does not exist"". He is a seemingly cold-blooded killer who follows the principle of ""an eye for an eye"", to ""use evil against evil"". Convinced that killing is not right, Sakurakouji sets out to stop him and penetrate his icy heart.",24,2012.0
90,40915418,21275,8,Comet Lucifer,Comet Lucifer,12,ORIGINAL,"['Action', 'Adventure', 'Fantasy', 'Mecha']",53,"The story takes place on the planet Gift, where precious crystals called Giftjium are buried in the earth. A young man named Sōgo lives in Garden Indigo, a prosperous mining town. Sougo's hobby is to collect rare crystals. One day, he gets wrapped up in a riot caused by his classmates Kaon, Roman, and Otto, and he loses his way until he finds a lake deep under the ground's mining ruins. There, he meets a mysterious girl with blue hair and red eyes that gaze straight ahead. The story follows the adventure of what happens after this meeting.
<br><br>
(Source: Anime News Network)",24,2015.0
91,40915419,99131,7,Comic Girls,Comic Girls,12,MANGA,"['Comedy', 'Slice of Life']",72,"The manga's story centers on the 15-year-old high school student and manga creator Kaoruko Moeta, who uses the pen name Chaos. After ranking at the bottom of a reader survey, Kaoruko's editor recommends that she enter an all-female dormitory for manga creators. Kaoruko's roommates are shoujo manga creator Koyume Koizuka, teen romance manga creator Ruki Irokawa, and shounen manga creator Tsubasa Katsuki. The girls support each other as they work to become better manga creators.<br><br>

(Source: Anime News Network)",24,2018.0
92,40915420,1194,7,Coyote Ragtime Show,Coyote Ragtime Show,12,ORIGINAL,"['Action', 'Adventure', 'Comedy', 'Mecha', 'Sci-Fi']",62,"Mister is a ""coyote"" or space faring outlaw who has been sitting in prison for a year for a traffic offence. Ten days from release, he breaks out with the help of his old partners Bishop and Katana. He then seeks out Franka who has been left in his care by her dead father and takes her on a journey to find her father's treasure. On their heels are the federal investigators Angelica and Chelsea as well as the android assassins of the Criminal Guild, Madame Marciano's Twelve Sisters.
<br><br>
(Source: Anime News Network)",24,2006.0
93,40915421,20806,0,Cross Ange: Tenshi to Ryuu no Rondo,Cross Ange: Rondo of Angel and Dragon,25,ORIGINAL,"['Action', 'Ecchi', 'Mecha', 'Romance', 'Sci-Fi']",69,"Betrayed, stripped of her birthright, and declared less than human. Everything that Princess Angelise Ikaruga Misurugi of the Misurugi Empire thought she knew about her world was a lie. Now, for the crime of not being able to use magic, she’s been sentenced to certain death as a slave-soldier. The girl now known as Ange is no longer an innocent Princess: she’s learning how to kill draconic invaders, defending the same traitors who stole her life. However, they made a fatal mistake: they gave her access to an incredible weapon.<br>
<br>
(Source: Sentai Filmworks)",24,2014.0
94,40915422,20031,7,D-Frag!,,12,MANGA,['Comedy'],73,"Kazama Kenji likes to believe he is something of a delinquent. Moreover, others seem to like to agree that he is. Of course, Kenji's gang finds their way to a group of four not-so-normal girls—Chitose, Sakura, Minami and Roka—and all at once, whatever reputation he may have is nothing compared to the outrageous behavior of the girls. Shanghaied into joining their club, what will happen to his everyday life from that point on?
",24,2014.0
95,40915423,62,7,D.C.: Da Capo,D.C.~Da Capo~,26,VISUAL_NOVEL,"['Drama', 'Romance']",62,"Every year the flowers bloom. Mysterious Cherry Blossoms blooming all over a crescent shaped island. That island is the island of Hatsune...<br><br>
The main character who goes to Kazami Academy, Asakura Junnichi, has the power to see the dreams of other people in his sleep. He was also taught magic by an old lady that allows him to create sweets.<br><br>
One day, Junnichi seems to have seen someone's dream again while he was sleeping. Inside that dream, a girl who was a childhood friend of his appeared. But, he was woken up by his sister Asakura Nemu, forcing him to come back to his regular life. Nemu doesn't actually have any blood relation to Junnichi but their bond is deeper than other real brothers and sisters. So deep that it gives the illusion that they're lovers.<br><br>
It was another peaceful normal day waking up early in the morning and going to Kazami Academy. Together with childhood friend Amakase Miharu, the academy idol Shirakawa Kotori, the two sisters Mizukoshi Moe and Mako who prefer eating nabe on the school roof for lunch. Going through their day as usual, their childhood friend, Yoshino Sakura, who they thought had moved to America suddenly appears. It was a surprise for Junnichi and Nemu. Sakura tells them, ""I came to finish the promise we made during our childhood""...<br><br>
(Source: AnimeNfo and AniDB) ",24,2003.0
96,40915424,21365,7,Dagashi Kashi,,12,MANGA,"['Comedy', 'Slice of Life']",63,"Shikada Kokonotsu's father owns a rural sweets shop, and his plan is for Kokonotsu to take it over one day.
However, Kokonotsu wants to be a manga author instead!
One day in summer, the cute but weird girl Shidare Hotaru, from the famous sweets company, comes to pay a visit.
Apparently, Kokonotsu's father is famous and she wants him to join her family's company.
However, he will only agree if she can convince Kokonotsu to take over the family business!
<br><br>
(Source: MangaHelpers)",25,2016.0
97,40915425,17827,9,Daitoshokan no Hitsujikai,A Good Librarian Like a Good Shepherd,12,VISUAL_NOVEL,"['Comedy', 'Romance']",65,"The story is set at Shiomi Academy, a vast, prestigious academy with a Daitoshokan (literally, ""great library"") that rivals Japan's national library. As a member of the Library Club, Kyoutarou Kakei goes to Daitoshokan to enjoy reading by himself. He then meets a second-year girl named Tsugumi Shirasaki through the efforts of a so-called ""shepherd"" who fulfills people's wishes. Eventually, more girls join the club thanks to the ""shepherd.""<br><br>
(Source: Anime News Network)",24,2014.0
98,40915426,12549,0,"Dakara Boku wa, H ga Dekinai.","So, I Can't Play H!",12,LIGHT_NOVEL,"['Comedy', 'Ecchi', 'Romance', 'Supernatural']",60,"NEVER make a deal with a wet goddess you've only just met. That's a lesson Ryosuke Kaga learns the hard way when he foolishly agrees to let Lisara Restole use some of his ""essence"" to stay in this world. Because despite her smoking hot appearance, Lisara's actually a Shinigami, a Goddess of Death. However, she DOESN'T steal years off his life like any decent Shinigami would do. Oh no, instead she sucks him dry of something much more perverse by leeching off his lecherous spirit and draining his ability to enjoy... er... the things that teenage boys normally spend most of their time thinking about! And now that he's been de-debased and de-debauched by her un-dirty trick, the poor regenerated degenerate's only hope of getting his licentiousness renewed is to join the queen of mental-clean on her quest, since when she leaves our mortal plane he regains his normal immorality! But the termination of the probation of his reprobation isn't guaranteed, because the Goddesses of Death can be really a harsh mistresses and it's going to be anything but easy to go back to being sleazy! <br><br>
(Source: Sentai Filmworks) ",25,2012.0
99,40915428,21059,7,Danchigai,Danchigai,12,MANGA,"['Comedy', 'Slice of Life']",62,"The original manga follows the everyday lives of five siblings, four sisters and one brother, who share a multi-unit apartment.<br>
<br>
(Source: Anime News Network)",4,2015.0
100,40915429,16592,9,Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei - The Animation,Danganronpa: The Animation,13,VIDEO_GAME,"['Horror', 'Mystery', 'Psychological', 'Sci-Fi', 'Thriller']",68,"A group of 15 elite high school students are gathered at a very special, high class high school. To graduate from this high school essentially means you'll succeed in life, but graduating is very difficult. The school is presided over by a bear called Monokuma, and he explains to them that their graduation hinges around committing a murder. The only way to graduate is to kill one of your classmates and get away with it. If the other classmates discover the identity of the killer, the killer is the only one executed. However, if they fail to catch the killer, only the killer graduates and the others are annihilated. Which of the 15 will survive the bloodbath to come?
",24,2013.0
101,40915430,20735,8,Danna ga Nani wo Itteiru ka Wakaranai Ken,I Can't Understand What My Husband Is Saying,13,MANGA,"['Comedy', 'Romance', 'Slice of Life']",70,"The anime follows the daily life of an earnest, hardworking office lady named Kaoru and her otaku husband, who is totally immersed in a certain huge net bulletin board system.",4,2014.0
102,40915431,21000,8,Danna ga Nani wo Itteiru ka Wakaranai Ken 2-sure-me,I Can't Understand What My Husband is Saying 2nd Thread,13,MANGA,"['Comedy', 'Romance', 'Slice of Life']",71,The second season of Danna ga Nani wo Itteiru ka Wakaranai Ken.,4,2015.0
103,40915432,15583,9,Date A Live,Date A Live,12,LIGHT_NOVEL,"['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Mecha', 'Romance', 'Sci-Fi']",68,"Thirty years before a strange phenomena called a ""spacequake"" devastated the center of Eurasia, claiming the lives of at least 150 million people. Since then, smaller spacequakes plague the world on an irregular basis. Shidou Itsuka, a seemingly ordinary high schooler comes across a mysterious girl at the ground zero of a spacequake and learns from his sister Kotori she is one of the ""Spirits"" who are the real cause of the spacequakes that occur when they manifest themselves in the world. He also learns that Kotori is the captain of the airship Ratatoskr and recruits him to make use of his mysterious ability to seal the Spirits' powers and stop them from being a threat to mankind. However, there is a catch: to seal a Spirit, he must make her fall in love with him.<br>
<br>
(Source: Anime News Network)",23,2013.0
104,40915433,19163,8,Date A Live II,Date A Live II,10,LIGHT_NOVEL,"['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Mecha', 'Romance', 'Sci-Fi']",68,"The second season of <i>Date A Live</i>.<br>
<br>
Shido Itsuka, who used to be a normal high school student at Raizen High, meets the first Spirit, Tohka, and awakens his power to ""seal the Spirit's power"". Though they may be feared and hated beings due to their immense power, Spirits were always alone and knew only combat and death. Shido, the only one in the world with the power to seal the Spirits' might, hurls himself into life-threatening dates with the beautiful Spirits in order to save them.<br>
<br>
(Source: Anime News Network)",28,2014.0
105,40915434,63,9,DearS,,12,MANGA,"['Comedy', 'Ecchi', 'Romance', 'Sci-Fi']",59,"Ikuhara Takeya is a high school student living a normal life. He is not interested in the commotion around a UFO filled with beautiful alien females that crashed on earth a year ago. The aliens, known as DearS, are deciding to take permanent residence on earth. What no one knows is that these aliens are a slave species whose sole purpose is to serve and please their masters. One day, Takeya spots a person shivering behind some bushes. This person, Ren, is one of the DearS, and after being saved by Takeya she chooses him as her master. Takeya, who doesn't know about the master-slave relationship of DearS, tries to teach Ren the normal lifestyle of the people on earth, though he constantly fears that Ren is an evil alien who's trying to brainwash him. Ren, however, isn't like other DearS. She is in fact malfunctioning and is being tracked down by their leader. Meanwhile, Takeya begins to learn more about DearS, and a mythical DearS relationship called &ldquo;Gift&rdquo; begins to develop between them.
<br><br>
(Source: Anime News Network)",23,2004.0
106,40915435,97907,9,Death March Kara Hajimaru Isekai Kyousoukyoku,Death March to the Parallel World Rhapsody,12,LIGHT_NOVEL,"['Action', 'Adventure', 'Comedy', 'Fantasy']",61,"The story of the light novel series and manga follows a 29-year-old programmer who is on a ""death march,"" but one day he wakes up in another world after a nap. From a meteor shower he happens to gain vast riches, and he decides to go sightseeing. So begins his ""heartwarming, occasionally serious, and harem"" adventure in another world.<br><br>

(Source: Anime News Network)",24,2018.0
107,40915436,1535,7,DEATH NOTE,Death Note,37,MANGA,"['Mystery', 'Psychological', 'Supernatural', 'Thriller']",84,"Light Yagami is a genius high school student who is about to learn about life through a book of death. When a bored shinigami, a God of Death, named Ryuk drops a black notepad called a <i>Death Note</i>, Light receives power over life and death with the stroke of a pen. Determined to use this dark gift for the best, Light sets out to rid the world of evil… namely, the people he believes to be evil. Should anyone hold such power?<br>
<br>
The consequences of Light’s actions will set the world ablaze.<br>
<br>
(Source: Viz Media)",23,2006.0
108,40915437,20931,9,Death Parade,Death Parade,12,ORIGINAL,"['Drama', 'Mystery', 'Psychological', 'Supernatural', 'Thriller']",80,"When two people die at the same time, they’re sent to a place that’s neither heaven nor hell—a lavish bar between worlds where the stakes are high and the rules are simple: if you win you live again, if you die… you’re gone for good.<br>
<br>
Decim is the bartender charged with serving the souls who enter Quindecim. He may make a mean cocktail, but his true profession is to play the role of arbiter—a judge who determines whether or not a soul is worthy of reincarnation. To aid in his judgment, the bar’s patrons are forced to play simple games laced with sadistic twists designed to bring their true natures to light. To Decim, judgment has always been black and white—that is—until he meets a mysterious young woman whose fate seems impossible to decide. His indecision shakes the very foundation of the games and raises the biggest question of all: Who is fit to judge the dead?<br>
<br>
(Source: Funimation)",23,2015.0
109,40915438,20710,7,Denki-Gai no Honya-san,DENKI-GAI,12,MANGA,"['Comedy', 'Slice of Life']",68,"The ""youthful bookstore comedy"" revolves around the folks who work in a manga shop deep in a certain ""Electric Town"" neighborhood. (""Denki-Gai"" or ""Electric Town"" is a popular name for shopping areas that specialize or used to specialize in electric and electronic items, like Tokyo's Akihabara.) The protagonist Umio works part-time at ""BOOKS Umanohone"" along with his senior at work (but not in age) Hiotan. As many dedicated manga fans visit the store, there is always something going on.
<br><br>
(Source: Anime News Network)",24,2014.0
110,40915439,21018,9,Denpa Kyoushi,Ultimate Otaku Teacher,24,MANGA,"['Comedy', 'Romance']",63,"An anime adaptation of the manga which centers around Junichirou, a young man obssesed with manga, anime and games. He was a young genius who published papers in the journals Nature and Science when he was only 17. However, after graduating college, he became a NEET (Not in Education, Employment, or Training) absorbed in his anime blog. Unable to watch Kagami throw away his life, his sister Suzune gets him to work at the Ichou Academy she attends. The head of the school's board, Koyomi Hiiragi, assigns Kagami to his new life as a teacher.<br>
<br>
(Source: Anime News Network)",24,2015.0
111,40915440,5177,10,Denpa Teki na Kanojo,Electromagnetic Girlfriend,2,LIGHT_NOVEL,"['Horror', 'Mystery', 'Thriller']",70,"Juuzawa Juu is a delinquent high school boy who just wants to be left alone. One day, he is approached by Ochibana Ame, who claims that she knew him in a previous life, and now wants to serve him as his ""knight"". At first Juu wants nothing to do with Ame, but after a classmate is murdered, he accepts her help as he looks for the killer. <br><br>

(Source: Anime News Network)",42,2009.0
112,40915441,21256,9,Dimension W,Dimension W,12,MANGA,"['Action', 'Sci-Fi']",68,"In the year 2071, the world's energy problems seem solved by a network of cross-dimensional electric-field inductors- ""coils"" -that extract energy from a seemingly infinite source. That source is the W dimension, a fourth plane that exists beyond the X, Y, and Z dimensions.<br>
<br>
In this world, unofficial ""illegal"" coils harness powers that the police can't hope to counter. Dealing with these coils is the job of coil-hating repo man Kyoma, whose run-in with the unique coil android Mira leads the two to form a reluctant partnership.<br>
<br>
(Source: FUNimation)",24,2016.0
113,40915442,97921,9,DIVE!!,,12,LIGHT_NOVEL,"['Comedy', 'Slice of Life', 'Sports']",56,"The series revolves around the Mizuki Diving Club (MDC), which is on the verge of closing down after having financial troubles. The club's new coach persuades the club's parent company to stay open on one condition: that the club sends one of its members to next year's olympics as part of Japan's olympic team.
<br><br>
(Source: Anime News Network)",23,2017.0
114,40915443,21380,7,Divine Gate,Divine Gate,12,VIDEO_GAME,"['Action', 'Fantasy', 'Sci-Fi']",49,"When the Divine Gate opened, the living world, the heavens, and the underworld became connected, ushering an era of chaos where desires and conflict intersect. To restore order, the World Council is formed. As peace is restored, the Divine Gate becomes an urban legend.<br>
<br>
In that world, boys and girls deemed fit by the World Council are gathered. They are ones who aim to reach the gate for their personal objectives. Those who reach the gate can remake the world.<br>
<br>
What lies beyond the gate? When they reach the door, will the world change? Will it be the past that changes, or will it be the future?<br>
<br>
(Source: MAL News)",24,2016.0
115,40915444,100251,8,Dorei-ku The Animation,,12,MANGA,"['Drama', 'Psychological', 'Thriller']",54,"What if you could enslave anyone you ever wanted? Well, this comes close. The SCM lets you enslave anyone who is also wearing an SCM, at a price. One must win over the other, at the cost of anything, in order for the other to become their slave.
",24,2018.0
116,40915445,20920,9,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,Is It Wrong to Try to Pick Up Girls in a Dungeon?,13,LIGHT_NOVEL,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance']",73,"Some adventurers delve into the sprawling labyrinths beneath the city of Orario to find fame and fortune. Others come to test their skills against the legions of monsters lurking in the darkness below. However, Bell Cranel’s grandfather told him a different reason: it’s a great place to rescue (and subsequently meet) girls! Now that Bell’s a dungeon delver himself, the ladies he’s encountering aren’t the helpless damsels in distress he’d imagined, and one of them, the beautiful swordswoman Ais Wallenstein, keeps rescuing Bell instead. As embarrassing as that is, it’s nothing compared to what happens when goddesses get involved. Freya, Hephaistos, and Loki, with their powerful Familias, are intimidating enough, but there’s one goddess whose relationship with Bell is certain to spark trouble.<br>
<br>
(Source: Sentai Filmworks)",24,2015.0
117,40915446,21676,7,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria,Sword Oratoria: Is it Wrong to Try to Pick Up Girls in a Dungeon? On the Side,12,LIGHT_NOVEL,"['Action', 'Adventure', 'Comedy', 'Fantasy']",67,"Contrary to what the adventures of Bell and the Goddess Hestia might imply, not everyone goes into the dungeon of Orario to pick up girls.  The veterans of the Goddess Loki’s Familia have lots of reasons for risking life and limb facing the monsters and mayhem lurking within the deadly labyrinth’s multiple levels, but new member and mage Lefiya just wants to prove that she’s worthy to be on the same team as her hero, the famed sword princess Ais Wallenstein.  As for Ais herself, she’s seeking something that no one else even suspects, and she may find it when trouble comes after her from the previously unreached 59th level!<br>
<br>
(Source: Sentai Filmworks)",25,2017.0
118,40915447,6746,8,Durarara!!,Durarara!!,24,LIGHT_NOVEL,"['Action', 'Mystery', 'Supernatural']",79,"In Tokyo's downtown district of Ikebukuro, amidst many strange rumors and warnings of anonymous gangs and dangerous occupants, one urban legend stands out above the rest—the existence of a headless ""Black Rider"" who is said to be seen driving a jet-black motorcycle through the city streets.<br><br>
Ryuugamine Mikado has always longed for the excitement of the city life, and an invitation from a childhood friend convinces him to move to Tokyo. Witnessing the Black Rider on his first day in the city, his wishes already seem to have been granted. But as supernatural events begin to occur, ordinary citizens like himself, along with Ikebukuro's most colorful inhabitants, are mixed up in the commotion breaking out in their city.<br><br>
(Source: MAL Rewrite)",24,2010.0
119,40915448,20652,8,Durarara!!x2 Shou,Durarara!! X2,12,LIGHT_NOVEL,"['Action', 'Mystery', 'Supernatural']",78,"“6 Months Later…We haven’t changed at all… or it seems….” Half a year after the turmoil that rocked the entire city of Ikebukuro— Peace has once again returned to the city and people are living each day normally. The high school students enjoy their days of youth as the strongest and most dangerous man of Ikebukuro works diligently. The informant plots a new scheme and the headless rider is pursued by the cops as she rides through the night…But soon this normal will be cut short by the abnormal. Slowly but surely, the unknown will seize the city and face an all new storm.<br>
<br>
(Source: Aniplex)",24,2015.0
120,40915449,20879,7,Durarara!!x2 Ten,Durarara!! X2 The Second Arc,12,LIGHT_NOVEL,"['Action', 'Mystery', 'Supernatural']",78,"<i>The second part of Durarara!!x2</i><br>
<br>
In Ikebukuro, the lives of its citizens continue intertwining with each other as if their fates are predestined. Mikado Ryuugamine is now one step closer to his goal of living an exciting life, and in turn, delves deeper into the darker side of Ikebukuro. After gaining absolute control over a former rival, he uses his newfound power as he pleases, purging the Dollars from the inside to mold it into the ideal organization. This proves to be as challenging as it sounds as Mikado must now deal with unwanted outside interference, most notably a re-emerging and dearly missed friend. Meanwhile, Izaya Orihara still has some schemes up his sleeve, although a rival information exchange center has proven to be quite the hindrance, lurking within everyone’s favorite downtown district. Undoubtedly, sooner or later, chaos will strike again.<br>
<br>
(Source: MAL Rewrite)",24,2015.0
121,40915450,14073,7,Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu,Ebiten: Ebisugawa's Public High School Temonbu,10,MANGA,"['Comedy', 'Ecchi']",58,"Noya Itsuki just transferred to Ebisugawa High School. Since he has always had a fascination with space, he decides to join the Astronomy Club. However, he mistakenly walks into the <em>Asstronomy</em> Club - a club whose members are all female otaku. Itsuki notices that the members are really weird, but he has yet to realize that he joined the wrong club. His life becomes very strange very quickly.",24,2012.0
122,40915451,4789,9,ef: a tale of melodies.,ef ~ A Tale of Melodies,12,VISUAL_NOVEL,"['Drama', 'Mystery', 'Psychological', 'Romance', 'Supernatural']",77,"In a story set years in the past, Himura Yuu is a studious and diligent young man intent solely on maintaining his top academic position at Otowa Academy. One day, he meets a mysterious girl named Amamiya Yuuko, who, to his surprise, recognizes him. Memories of a distant childhood, memories rather left forgotten...meeting Yuuko again will force Yuu to confront the regrets and sorrows of their collective pasts and presents.<br><br>
In the present, Kuze Shuuichi may seem like a womanizer, but upon closer inspection, is a man who would rather be left alone. Hayama Mizuki, however, is not the type of girl who would let him be, especially after hearing the beautiful sounds of his violin performance. As Mizuki attempts to become closer to him, Kuze attempts to push her away&mdash;the tale of their budding relationship is darkened with undertones of an imminent tragedy.
",24,2008.0
123,40915452,2924,9,ef: a tale of memories.,ef ~ A Tale of Memories,12,VISUAL_NOVEL,"['Drama', 'Mystery', 'Psychological', 'Romance']",75,"On Christmas Eve, Hiro Hirono's bike is stolen by a girl chasing a thief who stole her purse. He gives chase and finds her unconscious and his bike ruined. The girl, Miyako Miyamura, soon awakes and the two begin to talk. After making sure she is okay, they end up spending Christmas Eve together. Later, Hiro finds out Miyako attends the same school as him and they begin to spend more and more time together, Miyako developing affections for Hiro. Kei Shindou -- Hiro's childhood friend who has long held a crush on him -- begins to become jealous and a love triangle follows. <br><br>
The series also tells the story of Renji Asou. One day, he meets Chihiro Shindou, the twin sister of Kei Shindou, at an abandoned train station. Even though she's very shy, they get along pretty well and begin meeting at the same spot everyday. However, Renji finds out that Chihiro was in a car accident years ago and as a consequence she suffers from a disability: her memory lasts only 13 hours. Nevertheless, after learning that Chihiro's dream is to write a novel, Renji finally decides to help her fulfill her dream while also trying to make her overcome the difficulties imposed by her condition. ",24,2007.0
124,40915453,226,8,Elfen Lied,Elfen Lied,13,MANGA,"['Action', 'Drama', 'Ecchi', 'Horror', 'Psychological', 'Romance', 'Supernatural']",68,"The Diclonius, a mutated homosapien that is said to be selected by God and will eventually become the destruction of mankind, possess two horns on their heads and have a ""sixth sense"" which gives them telekinetic abilities. Due to this dangerous power, they have been captured and isolated in laboratories by the government. Lucy, a young and psychotic Diclonius, manages to break free of her confines and brutally murders most of the guards in the laboratory where she is being held, only to be shot in the head as she makes her escape. She survives, falling off a cliff into the ocean and manages to drift along to a beach where two teenagers, Kouta and Yuka, discover her. Having lost her memories, she was named after the only thing that she can now say, ""Nyuu,"" and the two allow her to stay at Kouta's home. However, it appears that the psychotic side of Lucy is not dead just yet... <br><br>
(Source: ANN - Revised)",25,2004.0
125,40915454,21685,8,Eromanga Sensei,Eromanga Sensei,12,LIGHT_NOVEL,"['Comedy', 'Drama', 'Ecchi', 'Romance', 'Slice of Life']",60,"The ""new sibling romantic comedy"" revolves around Masamune Izumi, a light novel author in high school. Masamune's little sister is Sagiri, a shut-in girl who hasn't left her room for an entire year. She even forces her brother to make and bring her meals when she stomps the floor. Masamune wants his sister to leave her room, because the two of them are each other's only family.<br>
<br>
Masamune's novel illustrator, penname “Ero Manga Sensei,” draws extremely perverted drawings, and is very reliable. Masamune had never met his illustrator, and figured he was just a disgusting, perverted otaku. However, the truth is revealed … that his “Ero Manga Sensei” is his own younger sister! To add to the chaos that erupts between the siblings, a beautiful, female, best-selling shoujo manga creator becomes their rival!<br>
<br>
(Source: Anime News Network)",24,2017.0
126,40915455,6702,10,FAIRY TAIL,Fairy Tail,175,MANGA,"['Action', 'Adventure', 'Comedy', 'Fantasy']",71,"Across the Fiore kingdom, wizards join guilds and make their pay by filling magical needs—but one guild has a reputation as the roughest, rowdiest, most dangerous of all: Fairy Tail!<br>
When four young Fairy Tail members unite, their bond is forged by a power found in neither muscle nor magic and grows stronger with every mission. Whatever you do, don't mess with these friends or you'll get a taste of Natsu's flaming fist or Gray's ice hammer, suffer a painful blow from one of Lucy's celestial spirits or catch the edge of Erza's mighty blade! Whether they're stopping demons from devastating the world or wrestling in the mess hall, this mystical team manages to inflict as much damage to their rivals as they do to the surrounding area!<br>
<br>
(Source: Funimation)",24,2009.0
127,40915456,20626,9,FAIRY TAIL (2014),Fairy Tail Series 2,102,MANGA,"['Action', 'Adventure', 'Comedy', 'Fantasy']",74,"The Grand Magic Games reaches its climax following Natsu Dragneel and Gajeel Redfox's stunning victory over Sting Eucliffe and Rogue Cheney of the Sabertooth guild. This success pushes the Fairy Tail guild closer to being crowned the overall champions, but obtaining victory isn't the only challenge they face. A mystery still surrounds a hooded stranger and the ominous Eclipse Gate, leaving more questions than answers.<br> <br>More crazy adventures are on the horizon for Fairy Tail as their destructive antics and joyful rowdiness continue unabated. Their greatest trial is quickly approaching, but united as a family, the guild will always be ready to face any threat that comes their way.
",24,2014.0
128,40915458,356,9,Fate/stay night,Fate/stay night,24,VISUAL_NOVEL,"['Action', 'Fantasy', 'Romance', 'Supernatural']",68,"Raised by a mysterious sorcerer after the death of his parents in a catastrophic fire, Shirou Emiya has only just begun to learn small tidbits of magic. When he is caught in a battle between two powerful Magi, however, he ends up performing a spell above his expected ability, accidentally summoning a beautiful woman knight to protect him. 
<br><br>
Shirou is thus unwillingly thrust into the competition known as the Holy Grail War where Seven Magi called Masters, together with their spirit partners called Servants, fight to acquire a powerful artifact said to grant every wish. 
",24,2006.0
129,40915459,10087,8,Fate/Zero,Fate/Zero,13,LIGHT_NOVEL,"['Action', 'Drama', 'Fantasy', 'Supernatural']",81,"With the promise of granting any wish, the omnipotent Holy Grail triggered three wars in the past, each too cruel and fierce to leave a victor. In spite of that, the wealthy Einzbern family is confident that the Fourth Holy Grail War will be different; namely, with a vessel of the Holy Grail now in their grasp. Solely for this reason, the much hated ""Magus Killer"" Kiritsugu Emiya is hired by the Einzberns, with marriage to their only daughter Irisviel as binding contract.
<br><br>
Kiritsugu now stands at the center of a cutthroat game of survival, facing off against six other participants, each armed with an ancient familiar, and fueled by unique desires and ideals. Accompanied by his own familiar, Saber, the notorious mercenary soon finds his greatest opponent in Kirei Kotomine, a priest who seeks salvation from the emptiness within himself in pursuit of Kiritsugu.
<br><br>
Based on the light novel written by Gen Urobuchi, <i>Fate/Zero</i> depicts the events of the Fourth Holy Grail War—10 years prior to <i>Fate/stay night</i>. Witness a battle royale in which no one is guaranteed to survive.
<br><br>
(Source: MAL Rewrite)
<br><br>
<i>Note: The first episode aired with a runtime of ~48 minutes as opposed to the standard 24 minute long episode.</i>",24,2011.0
130,40915460,11741,8,Fate/Zero 2nd Season,Fate/Zero Season 2,12,LIGHT_NOVEL,"['Action', 'Drama', 'Fantasy', 'Supernatural']",85,"As the Fourth Holy Grail War rages on with no clear victor in sight, the remaining Servants and their Masters are called upon by Church supervisor Risei Kotomine, in order to band together and confront an impending threat that could unravel the Grail War and bring about the destruction of Fuyuki City. The uneasy truce soon collapses as Masters demonstrate that they will do anything in their power, no matter how despicable, to win.
<br><br>
Seeds of doubt are sown between Kiritsugu Emiya and Saber, his Servant, as their conflicting ideologies on heroism and chivalry clash. Meanwhile, an ominous bond forms between Kirei Kotomine, who still seeks to find his purpose in life, and one of the remaining Servants. As the countdown to the end of the war reaches zero, the cost of winning begins to blur the line between victory and defeat.
<br><br>
(Source: MAL Rewrite)",24,2012.0
